29.01535346,-10.03972021
29.02067649,-10.04038309
29.02252814,-10.03524304
29.03055521,-10.03539011
29.03086373,-10.02697746
28.99837827,-10.04588925
29.00707274,-10.03699857
29.01220977,-10.03155706
29.01151695,-10.02915223
29.02061912,-10.02849603
29.01243095,-10.03807913
29.01605867,-10.03366365
29.01693107,-10.03187782
29.02277486,-10.0317616
29.02621386,-10.03078234
29.01034497,-10.0422037
29.01262852,-10.0335819
29.01212582,-10.02933831
29.0166865,-10.02491788
29.02494429,-10.02098986
29.0161516,-10.0464736
29.02576467,-10.04472159
29.03422528,-10.04430212
29.0393657,-10.03627261
29.04448591,-10.02936025
29.00765639,-10.04157581
29.01255559,-10.03310862
29.01843492,-10.02482934
29.0259785,-10.02521411
29.03570516,-10.01702563
29.00920305,-10.0401809
29.01614757,-10.033836
29.01936002,-10.02629744
29.02372958,-10.02108812
29.03204186,-10.01551643
29.00755484,-10.05307003
29.00684685,-10.04499917
29.01415255,-10.04212838
29.02371301,-10.03997584
29.02443891,-10.03627702
29.01004666,-10.04622062
29.01318001,-10.03941977
29.02201856,-10.03417843
29.02825403,-10.03116386
29.03009994,-10.03103466
29.00408143,-10.03542399
29.01086889,-10.03244357
29.01395368,-10.02632293
29.0189192,-10.02414398
29.01951914,-10.0221265
29.00983278,-10.05046163
29.01478684,-10.04478963
29.01836667,-10.04535849
29.02768964,-10.04351382
29.02819284,-10.03743093
29.01538974,-10.0475322
29.01544731,-10.04788324
29.02486123,-10.04360598
29.03480752,-10.03564673
29.03687112,-10.02823685
29.00458796,-10.06219842
29.00697178,-10.05716898
29.00612163,-10.05299252
29.01457731,-10.04894138
29.02092064,-10.04112389
29.00182202,-10.04449548
29.01042404,-10.04196957
29.01754734,-10.03894154
29.02613251,-10.02955086
29.02914146,-10.0243746
29.01386425,-10.04195283
29.01582959,-10.03784739
29.01900226,-10.03556965
29.02041821,-10.02923002
29.02235341,-10.0207579
29.01113407,-10.03324999
29.01589911,-10.03113901
29.01904002,-10.02492233
29.02261162,-10.02055301
29.02596512,-10.01522152
29.00730905,-10.04269663
29.01397128,-10.03846121
29.02165181,-10.03501581
29.02845146,-10.02988906
29.03759072,-10.02214394
29.00320287,-10.05281293
29.00739716,-10.04836222
29.01215475,-10.04792558
29.01438425,-10.03859822
29.01965374,-10.03615052
29.01079704,-10.03530839
29.01228083,-10.03627277
29.01167183,-10.03484172
29.01134405,-10.03381761
29.01365475,-10.02449196
29.00972921,-10.04858866
29.01019224,-10.04903725
29.01997255,-10.03998008
29.02690813,-10.03566625
29.02905843,-10.03231658
29.00553695,-10.05037361
29.00745398,-10.04809942
29.01270501,-10.04870537
29.01657207,-10.04692666
29.02196239,-10.04421684
29.00620426,-10.05525357
29.0084644,-10.05460154
29.01257787,-10.0491779
29.01413823,-10.04325499
29.02062423,-10.03388838
29.00507885,-10.04674158
29.0053887,-10.03874515
29.01445662,-10.03706994
29.01537004,-10.0376515
29.02119362,-10.03801656
29.01070062,-10.04214137
29.01920239,-10.03714097
29.0279993,-10.0296201
29.03314646,-10.03037129
29.03335209,-10.0216798
29.02124411,-10.03701477
29.02231096,-10.02857574
29.03125736,-10.02669007
29.04087875,-10.02541497
29.04875078,-10.01727359
29.01145642,-10.03848655
29.02086964,-10.03480407
29.02188485,-10.02786193
29.02596978,-10.01905552
29.03209449,-10.01821697
29.01831195,-10.05155006
29.02373837,-10.04774661
29.0237563,-10.04811534
29.0334343,-10.03961531
29.03484817,-10.04008413
29.01629918,-10.05297718
29.02118691,-10.04767302
29.02749329,-10.03870989
29.02668054,-10.03362867
29.02781781,-10.03136744
29.00370247,-10.04453022
29.01015033,-10.04415178
29.01430304,-10.04365767
29.01454695,-10.03725172
29.01440521,-10.03612694
29.01002131,-10.04791624
29.00965341,-10.04439923
29.01683014,-10.03778838
29.01890744,-10.03161908
29.02136616,-10.02438777
29.02016796,-10.0376232
29.0217177,-10.02826568
29.02937195,-10.02045246
29.03223226,-10.01519095
29.03980558,-10.01130931
29.00147555,-10.04756535
29.00074464,-10.04789792
29.00376358,-10.03979088
29.00621104,-10.03157996
29.00851633,-10.03081812
28.99557098,-10.04939085
28.99917408,-10.04164525
29.00552815,-10.03818859
29.01382473,-10.02848176
29.01471965,-10.01992156
29.01085884,-10.05015851
29.0185953,-10.04554621
29.02811291,-10.04306653
29.03157064,-10.03679337
29.03988007,-10.03087335
29.00384196,-10.05913816
29.00824154,-10.05004038
29.01654887,-10.04105947
29.01927779,-10.03481764
29.02207516,-10.03567664
29.01145318,-10.0322319
29.01084552,-10.02650822
29.01463123,-10.01955143
29.01940807,-10.01709985
29.02046553,-10.0143058
29.01453457,-10.04689864
29.02337902,-10.03883374
29.0316472,-10.03242006
29.03300285,-10.02494169
29.03376589,-10.01939022
29.01686966,-10.04490467
29.0231334,-10.04382865
29.02228965,-10.03561339
29.02630111,-10.03366945
29.03085639,-10.03448808
29.00250862,-10.04189152
